HOUSEHOLD_ID,INCOME_ID,REPORTING_DATE,MARRIED,HOUSE_OWNER,BUCKET,CHILD_NO,HH_MEMBERS
5766042,5481163,31.01.2010,Y,Y,1,1,3
5766042,5481163,28.02.2010,Y,Y,2,1,3
5766042,5481163,31.03.2010,Y,Y,3,1,3
5766042,5481163,30.04.2010,Y,Y,4,1,3
5766042,5481163,31.05.2010,Y,Y,5,1,3
5766042,5481163,30.06.2010,Y,Y,6,1,3
5766042,5481163,31.07.2010,Y,Y,7,1,3
5766042,5481163,31.08.2010,Y,Y,8,1,3
5766042,5481163,30.09.2010,Y,Y,9,1,3
5766059,5481165,31.01.2010,N,N,1,2,3
5766059,5481165,28.02.2010,N,N,2,2,3
5766059,5481165,31.03.2010,N,N,3,2,3
5766059,5481165,30.04.2010,N,N,4,2,3
5766059,5481165,31.05.2010,N,N,5,2,3
5766059,5481165,30.06.2010,N,N,6,2,3
5766059,5481165,31.07.2010,N,N,7,2,3
5766059,5481165,31.08.2010,N,N,8,2,3
5766059,5481165,30.09.2010,N,N,9,2,3
5766059,5481165,31.10.2010,N,N,10,2,3
5766059,5481165,30.11.2010,N,N,11,2,3
5766059,5481165,31.12.2010,N,N,12,2,3
5766059,5481165,31.01.2011,N,N,13,2,3
5766059,5481165,28.02.2011,N,N,14,2,3
5766059,5481165,31.03.2011,N,N,15,2,3
5766059,5481165,30.04.2011,N,N,16,2,3
5766059,5481165,31.05.2011,N,N,17,2,3
5766059,5481165,30.06.2011,N,N,18,2,3
5766059,5481165,31.07.2011,N,N,19,2,3
5766059,5481165,31.08.2011,N,N,20,2,3
5766059,5481165,30.09.2011,N,N,21,2,3
5766059,5481165,31.10.2011,N,N,22,2,3
5766059,5481165,30.11.2011,N,N,23,2,3
5766062,5481183,31.01.2010,Y,N,1,0,2
5766062,5481183,28.02.2010,Y,N,2,0,2
5766062,5481183,31.03.2010,Y,N,3,0,2
5766062,5481183,30.04.2010,Y,N,4,0,2
5766062,5481183,31.05.2010,Y,N,5,0,2
5766062,5481183,30.06.2010,Y,N,6,0,2
5766062,5481183,31.07.2010,Y,N,7,0,2
5766062,5481183,31.08.2010,Y,N,8,0,2
5766062,5481183,30.09.2010,Y,N,9,0,2
5766062,5481183,31.10.2010,Y,N,10,0,2
5766062,5481183,30.11.2010,Y,N,11,0,2
5766062,5481183,31.12.2010,Y,N,12,0,2
5766062,5481183,31.01.2011,Y,N,13,0,2
5766062,5481183,28.02.2011,Y,N,14,0,2
5766062,5481183,31.03.2011,Y,N,15,0,2
5766062,5481183,30.04.2011,Y,N,16,0,2
5766062,5481183,31.05.2011,Y,N,17,0,2
5766062,5481183,30.06.2011,Y,N,18,0,2
5766062,5481183,31.07.2011,Y,N,19,0,2
5766062,5481183,31.08.2011,Y,N,20,0,2
5766062,5481183,30.09.2011,Y,N,21,0,2
5766065,5481199,31.01.2010,Y,N,1,0,2
5766065,5481199,28.02.2010,Y,N,2,0,2
5766065,5481199,31.03.2010,Y,N,3,0,2
5766086,5481217,31.01.2010,Y,Y,1,0,2
5766086,5481217,28.02.2010,Y,Y,2,0,2
5766086,5481217,31.03.2010,Y,Y,3,0,2
5766086,5481217,30.04.2010,Y,Y,4,0,2
5766086,5481217,31.05.2010,Y,Y,5,0,2
5766086,5481217,30.06.2010,Y,Y,6,0,2
5766086,5481217,31.07.2010,Y,Y,7,0,2
5766086,5481217,31.08.2010,Y,Y,8,0,2
5766086,5481217,30.09.2010,Y,Y,9,0,2
5766086,5481217,31.10.2010,Y,Y,10,0,2
5766086,5481217,30.11.2010,Y,Y,11,0,2
